text,class
"returns IP addresses rather than hostnames, which breaks 'data-locality' in map-reduce",non_debt
hadn't committed; my bad. Will now,non_debt
Remove jline from main Hadoop pom.xml,non_debt
Initial patch. Still pending some testing.,non_debt
"Comparing against my baseline testing, I'm not seeing any new test failures.",non_debt
joda-time is not bundled with Hadoop. L&N check shows nothing.,non_debt
"joda-time is bundled in hadoop as part of hadoop-tools, e.g.: Nevertheless, LGTM +1, thanks Ray!",non_debt
Thanks for pointing out the jar file inclusion . Adding joda-time's NOTICE to the patch.,non_debt
Unit test failure looks to be the same as HADOOP-13101.,non_debt
Committed to trunk and branch-3.0. Thanks  for the review!,non_debt
Update the dependency to the latest (2.9.9).,non_debt
Update joda-time version to 2.9.9,non_debt
-00: * upgrade from 10 to 12,non_debt
"+1, Thanks for your help. This is needed for HDFS-12034, Going to mark that JIRA as dependent on this one.",non_debt
Thanks. Committed.,non_debt
Upgrade Apache Rat,non_debt
"as cygwin do not have dos2unix command installed by default, we can replace carriage return by awk or tr command as below",non_debt
"as BUILDING.txt clearly states, cygwin is not supported, removing cygwin from PATH and using Git unix tools instead resolved this. marking as not a issue",non_debt
"{{mvn package -Pdist -Pnative-win -DskipTests -Dtar command fails on windows this is because need dos2unix conversion to avoid failure, we can add the conversion before bash execute",non_debt
Package on windows fail,non_debt
"patch 001: branch-2 version of HADOOP-14553 patch applied & merged. Tests? All the ones which extend the JUnit 3 don't work, as they aren't getting a properly set up test account. If you leave the assumeTrue() code in from trunk they'll get uprated to an error...if you stay with the existing branch-2 tests they are skipped silently. But they are skipped, which is not what we want",non_debt
Thanks for the clarification. I am moving it out of 2.9 based on your timeline.,non_debt
"This is the cherry picking of HADOOP-14553 into branch-2; in sync with the latest branch-2 changes. If Yetus is happy I'll be carefully committing this. This brings branch-2 tests almost in sync w/ trunk, main diff is the use of final in declarations used in inner classes, and those bigger diffs in the subclassing of the hadoop-common FS contract tests which are still JUnit 3 in branch-2.",non_debt
"+1, committed backport to branch-2",non_debt
"Patch 002; removes the JUnit 4 rules & thread naming from the subclasses of testing: All tests passing except for which is covered in HADOOP-14906 & reproduced in trunk, so not a direct result of this patch",non_debt
+back to normal network and HADOOP-14906 is gone; all tests are passing. I'm ready for others to play with this patch now,non_debt
"Is this still on target for 2.9.0 ? If not, can we we push this out to the next major release ?",non_debt
I set up nightly builds for branch-2 and loads of HDFS tests are timing out. I am wondering if this patch can help remedy that? Can you take a look and commit this after a Yetus rekick? Thanks.,non_debt
"This is nothing to do with HDFS. It's Hadoop Azure tests which don't run on Yetus as it lacks the credentials. I do plan to backport it, but not this week for various reasons",non_debt
"Backport the HADOOP-14553 parallel test running from trunk to branch-2. There's some complexity related to The FS Contract base test being JUnit4 in branch -2, so its not a simple cherrypick.",non_debt
backport HADOOP-14553 parallel tests to branch-2,non_debt
I think the patch for HADOOP-1462 addresses this concern.,non_debt
Remove all use of auto-progress threads in map/reduce,non_debt
I have manually tested the patch before uploading.,non_debt
"Thanks  for the contribution, I have committed this to branch-2/2.9/2.9.0.",non_debt
HADOOP-14840 introduced the which was cherry-picked from trunk to branch-2. The start/stop scripts need minor alignment with branch-2.,non_debt
Rebase ResourceEstimator start/stop scripts for branch-2,non_debt
The error is from in It looks like jsvc auto-deletes the pid file when the process is killed with SIGTERM. The check for changed pid likely needs to be skipped if the pid file doesn't exist.,non_debt
"Thanks  for review. But one question I have is we do delete daemonpid file in hadoop_stop_daemon {code:java} if [[ ""${pid}"" = ""${cur_pid}"" ]]; then rm -f ""${pidfile}"" again we are trying to delete same file, not clear why we have delete logic 2 times.",non_debt
That's a good question. I am not sure why the daemon pid file deletion is attempted twice. If you setup a secure cluster and try to stop the secure DN the error shows up twice.,non_debt
"Bulk update: moved all 3.2.0 non-blocker issues, please move back if it is a blocker.",non_debt
There is a spurious error when stopping a secure datanode. The error appears benign. The service was stopped correctly.,non_debt
Spurious error stopping secure datanode,non_debt
"Looking in the AWS code, ProtocolException is also valid. As usual, shading gets in the way of coding for this.",non_debt
Done in HADOOP-13786; treated as idempotent,non_debt
failed to respond` to something which can be retried on idempotent calls. Need to handle shaded as well as unshaded binding here.,non_debt
S3A Retry policy to retry on NoResponseException,non_debt
Patch 001; moves log level to WARN. This is what is already used in and my local hadoop conf so I'm happy with it,non_debt
1,non_debt
"When hadoop metrics is started, a message about bean introspection appears. When using wasb or s3a,. this message appears in the client logs, because they both start metrics I propose to raise the log level to ERROR for that class in log4j.properties",non_debt
remove from CLI operation log output,non_debt
"Attached v000 patch with simple change & unit test. , want to take a look as a prereq for HDFS-13265?",non_debt
"Since this is overwriting the {{server}} field that's set using {{\@BeforeClass}}, does that interfere with other tests?",non_debt
"Mistake on my part, good catch. Thanks Chris! Attached v001 patch.",non_debt
"Fixed the checkstyle warning. +1 I committed this. Thanks, Erik",non_debt
Thanks Chris!,non_debt
"Doing 3.1.0 RC1 now, moved all 3.1.1 (branch-3.1) fixes to 3.1.0 (branch-3.1.0)",non_debt
"HttpServer2 starts up with some number of acceptors and selectors, but only allows for the automatic configuration of these based off of the number of available cores: A thread pool is started of size, at minimum, {{acceptors + selectors + 1}}, so in addition to allowing for a higher tuning value under heavily loaded environments, adding configurability for this enables tuning these values down in resource constrained environments such as a MiniDFSCluster.",non_debt
HttpServer2 needs a way to configure the acceptor/selector count,non_debt
Full stack trace with -X option:,non_debt
Thanks for catching the issue. I'd like to work on it.,non_debt
"Sorry for late, . Actually, I don't see this error if I use Anyway, let's use the latest version.",non_debt
1,non_debt
Committed this to trunk. Thanks  for the contribution.,non_debt
"Thanks, !",non_debt
{{mvn install -DskipTests}} fails with Java 10. Upgrading maven plugin tools to 3.5.1 fixes this.,non_debt
[JDK10] Update maven plugin tools to fix compile error in module,non_debt
Remove libhdfsLock and,non_debt
The tests no longer fail with this patch. Moving to patch available.,non_debt
The changes look fine. +1,non_debt
I just committed this. Thanks Dhruba!,non_debt
"Starting today, 2 libhdfs tests are failing on Linux when I run ""ant -Dtest.output=yes package-libhdfs tar test-core test-libhdfs""",non_debt
libhdfs tests failing,non_debt
1,non_debt
Committed this to trunk and branch-3.1. Thanks !,non_debt
Clover will fall over if there are double semicolons on imports. The error looks like: Thankfully we only have one location with this:,non_debt
Remove double semi colons on imports that make Clover fall over.,non_debt
Attach the patch for adding the css file and attach the new screen-shot by fixed.,non_debt
"LGTM, +1 pending Jenkins.",non_debt
"Thanks for the review, . The Jenkins looks good. Will commit shortly, :).",non_debt
Committed to trunk and branch-3.1. Thanks  for the review.,non_debt
"The documentation pages for hadoop-aws, hadoop-aliyun, hadoop-azure and render error (see screen-shot attached or The reason of this is that the css file is missing in these modules.",non_debt
"Add missing css file in hadoop-aws, hadoop-aliyun, hadoop-azure and modules",non_debt
"Hairong, after the investigations we have done into this and lack of closure on causes for this particular job's failure do you think it makes sense to move this bug to 0.15 and hence mark it as a non-blocker for now? Thanks!",non_debt
1,non_debt
"Thanks Hairong, I'm marking this *critical* for 0.15.0",non_debt
Do we know the causes for this now ?,non_debt
The last we checked there were a couple of application-level issues... I'm closing this for now. Please feel free to re-open or file a new jira.,non_debt
This issue is related to HADOOP-1193. I ran the same job. Each map of this job spawns a process which generates output to be cosumed by the map. The new native compression librar seems to hang some of the spawned processes. Some processes print using more than 100% CPU. Non-native library does not produce this problem.,non_debt
Maps hang when using native compression library to compress map out,non_debt
"thanks for review, updated patch to address your suggestion.",non_debt
+1. I've committed this. Thanks .,non_debt
thanks for review and commit.,non_debt
Fix debug log statement introduced in [HADOOP-15250].,non_debt
fix logging for split-dns multihome,non_debt
"Agreed, updates to NetworkTopology should be rare. Patch v001 makes the lock always fair.",non_debt
+1 pending Jenkins.,non_debt
Build failure is unrelated - re-triggered Jenkins.,non_debt
"Committed through 3.2.0 to 2.7.7. Thanks for the contribution , thanks for the suggestion .",non_debt
Make fair,non_debt
"applies to trunk. It replaces the original relative path of test base directory with absolute path of a randomized test directory.  and , can you help review?",non_debt
"+1, committed",non_debt
[hadoop-trunk-win #476 shows following similar errors for 21 tests: Relative path in absolute URI:,non_debt
fails on Windows,non_debt
You need to be able to call getBucketLocation to bootstrap S3Guard: update docs to cover this.,non_debt
merging into HADOOP-15583,non_debt
Expand S3A Assumed Role docs,non_debt
Update distcp to use zero-rename s3 committers,non_debt
001 patch for review,non_debt
"hopefully looks cleaner now. Thanks for suggestion, Please review 003",non_debt
LGTM +1,non_debt
"Thank you for review Committed to trunk, branch-3, and branch-3.1",non_debt
Updated fixed version to 3.1.2 given this don't exist in branch-3.1.1,non_debt
resubmitting to check docker build,non_debt
What about making it a Though it's not quite right,non_debt
thank you for the suggestion. does not resonate with me tbh since the previously considered reasons for the exception are either 'conf key not found' or 'class not found'. I presume you allude to the missing hadoop-lzo jar but it's easy to confuse with tfile being missing which is not the case. That said it's more about the error message for me than about the exception class.,non_debt
forcing codec reload in 002,non_debt
"Noted. Happy with production code. w.r.t testing, I'd use LambdaTestUtils & rethrow the exception if it is wrong, as that gives you a stack trace to debug:",non_debt
When hadoop-lzo is not on classpath you get which is probably rarely the real cause given the default class name. The real root cause is not attached to the exception thrown.,non_debt
Improve exception when tfile fails to load LzoCodec,non_debt
"Testing: us-west-1 w/ test setup of S3Guard enabled in the bucket, options of {{-Ds3guard}} and {{{-Ds3guard -Ddynamodb}}. In the first of those options because my test bucket is per-bucket bonded to s3, the local test is now skipped properly",non_debt
002 - Rebase onto current head ( ),non_debt
LGTM. Merged.,non_debt
"thanks. FWIW, we do like to have an explicit +1 in the comment list, because LGTM can often be used as a not-quite final comment...you don't want people like me committing stuff to early, do you?",non_debt
"If your bucket has a per-bucket setting to use S3Guard, then the test can fail as fs-only data can creep into the metastore. The rawfs should use clearBucketOption to clear the metastore binding, so guarantee a real raw fs",non_debt
fails if bucket has per-bucket binding to DDB,non_debt
"2 runs kicked off, normal and rbt.",non_debt
,non_debt
"dependency checker, dockerfile test",non_debt
"Hey , are you still seeing this test failed for you?",non_debt
Nope - I noticed at the end of last week it wasn't showing up any more.,non_debt
"Sounds like other folks aren't hitting this, but I'm seeing failures in 2 compatibility test classes:",non_debt
ABFS: Compatibility tests can fail,non_debt
"+1, LGTM",non_debt
"Committed to trunk, branch-3.1 and branch-3.0 Thanks  for contribution",non_debt
If deletion interval ( ) is somehow configured negative. The trash gets enabled since the value is not zero. It even changes the emptier interval to that negative value since the value needs to be less than or equal to deletion interval. But the emptier due to negative value doesn't get up throws Ultimately the trash gets piled up since no emptier work is being done.,non_debt
Trash : Negative Value For Deletion Interval Leads To Abnormal Behaviour.,non_debt
Is this going to flood the logs if @ info?. Is it important enough to merit a mention ? Otherwise * log at debug * use SLF4J string interpolation to build up the strings if logging at debug is enabled,non_debt
"LGTM, +1. Will hold off the commit until at the end of today in case there are some other comments.",non_debt
"Committed this to trunk. Thanks  for the contribution and also thanks additional reviews, :).",non_debt
:D,non_debt
"Hi this won't flood the log, we just add ipc backoff info in existing info. This only print once when construct the call queue manager",non_debt
This patch makes users know that they enabled this feature.,non_debt
， could you use string interpolation way as mentioned? Update this like following:,non_debt
"Hi,, I have used string interpolation way in The following output logs were tested in my local.",non_debt
1,non_debt
Log if ipc backoff is enabled in CallQueueManager,non_debt
Attach 001 patch.,non_debt
"Please help to review this patch. Thanks! Below is test result based on this patch. [INFO] [INFO] [INFO] T E S T S [INFO] [INFO] Running [INFO] 2, 0, Errors: 0, Skipped: 0, 1.397 s - in [INFO] Running [INFO] 5, 0, Errors: 0, Skipped: 0, 5.095 s - in [INFO] Running [INFO] 19, 0, Errors: 0, Skipped: 0, 5.673 s - in [INFO] Running [INFO] 7, 0, Errors: 0, Skipped: 0, 5.191 s - in [INFO] Running [INFO] 8, 0, Errors: 0, Skipped: 0, 3.435 s - in [INFO] Running [INFO] 18, 0, Errors: 0, Skipped: 0, 7.82 s - in [INFO] Running [INFO] 6, 0, Errors: 0, Skipped: 0, 28.708 s - in [INFO] Running [INFO] 8, 0, Errors: 0, Skipped: 0, 4.569 s - in [INFO] Running [INFO] 9, 0, Errors: 0, Skipped: 0, 2.921 s - in [INFO] Running [WARNING] 11, 0, Errors: 0, Skipped: 2, 4.066 s - in [INFO] Running [INFO] 6, 0, Errors: 0, Skipped: 0, 2.243 s - in [INFO] Running [INFO] 2, 0, Errors: 0, Skipped: 0, 12.197 s - in [INFO] Running [INFO] 6, 0, Errors: 0, Skipped: 0, 74.243 s - in [INFO] Running [INFO] 50, 0, Errors: 0, Skipped: 0, 14.781 s - in [INFO] [INFO] Results: [INFO] [WARNING] 157, 0, Errors: 0, Skipped: 2",non_debt
"Below is test result based on branch-2 [INFO] [INFO] T E S T S [INFO] [INFO] Running [INFO] 2, 0, Errors: 0, Skipped: 0, 1.851 s - in [INFO] Running [INFO] 5, 0, Errors: 0, Skipped: 0, 11.613 s - in [INFO] Running [INFO] 19, 0, Errors: 0, Skipped: 0, 7.817 s - in [INFO] Running [INFO] 7, 0, Errors: 0, Skipped: 0, 7.196 s - in [INFO] Running [INFO] 8, 0, Errors: 0, Skipped: 0, 5.042 s - in [INFO] Running [INFO] 18, 0, Errors: 0, Skipped: 0, 11.092 s - in [INFO] Running [INFO] 4, 0, Errors: 0, Skipped: 0, 55.971 s - in [INFO] Running [INFO] 8, 0, Errors: 0, Skipped: 0, 6.749 s - in [INFO] Running [INFO] 9, 0, Errors: 0, Skipped: 0, 3.827 s - in [INFO] Running [WARNING] 11, 0, Errors: 0, Skipped: 2, 5.195 s - in [INFO] Running [INFO] 6, 0, Errors: 0, Skipped: 0, 2.826 s - in [INFO] Running [INFO] 2, 0, Errors: 0, Skipped: 0, 33.99 s - in [INFO] Running [INFO] 6, 0, Errors: 0, Skipped: 0, 225.558 s - in [INFO] Running [INFO] 39, 0, Errors: 0, Skipped: 0, 18.497 s - in [INFO] [INFO] Results: [INFO] [WARNING] 144, 0, Errors: 0, Skipped: 2",non_debt
"Thanks  for the contribution. + 1, committed to trunk, branch-3.1, branch-3.2, branch-2 and branch-2.9.",non_debt
Thanks  :),non_debt
"Hi , I found JSON license is included in the transitive dependency of oss-sdk 3.0.0, and the license cannot be included. Would you check HADOOP-15992?",non_debt
This commit is reverted via HADOOP-15992. We cannot reopen this because 2.9.2 is already released.,non_debt
"OSS Java SDK 3.0.0 adds 7 And Assumes Role Credentials function bases on that sdk offers, so we update its version.",non_debt
AliyunOSS: update oss-sdk version to 3.0.0,non_debt
Patch for trunk,non_debt
"I just committed this. Thanks, Espen!",non_debt
"When getTypes() returns more than 127 entries, read of classes with index",non_debt
Bug in readFields of GenericWritable,non_debt
+1 We've applied the same patch internally.,non_debt
"Thanks for the review, Kihwal! I committed this to trunk, branch-3.2, branch-3.1, branch-3.0, branch-2, and branch-2.9.",non_debt
mistakes a class for an instance,non_debt
"This patch addresses the issue described, and also doubles the number of handlers for the server to 2*maxCurrentTasks.",non_debt
i discovered an issue with the patch. Removing it and will submit another soon.,non_debt
"Do we know why is being thrown? Is the TT too busy responding to the call? How about increasing the socket timeout? I'm not sure you want to treat and ConectException differently. What if the TT is hung, so that the former is thrown but not the latter - it might make sense for the Task to realize that and kill itself after 3 tries.",non_debt
This issue is handled better in the related issue - HADOOP-1651,non_debt
I tracked this behavior change down to HADOOP-15554. I believe the problem stems from parsing the included sub-resource directly into the Configuration {{properties}} member which bypasses the ordering of properties returned by the Parser#parse method.,non_debt
"Really? I thought I'd been seeing the ""correct"" behaviour, but maybe not. I do chained /nested XIncludes though",non_debt
"The behavior will only be noticed if an included resource overrides a previously set property from the same resource doing the include. If the include was overriding a value from a previously parsed resource (like core-default.xml) then the problem does not manifest. The parser directly sets the included properties on the conf as a side-effect of parsing but the non-included properties are returned as a parse result and those results are iterated to set them. The sideband processing of includes effectively reverses the order in which properties are processed if the xinclude appears after the property setting in the original resource. Here's the simple code I used to test it: Using this sample code with a core-site.xml and included file setup as described in the JIRA description, The following shows what I get at two adjacent commits on the trunk line: So the above shows the broken behavior. core-site.xml set myconf to val1 then xincluded another file which set it to val2, yet the property acts as if the xinclude occurred at the top of core-site.xml. Moving one commit earlier in time shows the expected behavior:",non_debt
Hi  and  Thanks for reporting same. I think this is the same issue reported during 3.2.0 RC0 time. Correct? Does this need some revert or partial revert of HADOOP-15554 as I could see a good set of changes in that work? I think I need to hold on to RC once this is resolved. Pls correct me otherwise. Thanks.,non_debt
"This is not quite the same issue as discovered during the RC0 voting period, as that's HADOOP-15973. Eric and I have been discussing this quite a bit offline, and he said that rolling back to the commit before HADOOP-15554 did not fix HADOOP-15973, so they are related but slightly different issues. We _think_ there's a way to fix both of them with the same change, and Eric is actively working on that. I agree that we should hold the RC for these fixes, as not loading the intended config settings properly could lead to very bad behavior depending upon the property which was accidentally, silently dropped after upgrading.",non_debt
This was fixed by HADOOP-15973.,non_debt
"If a configuration file contains a setting for a property then later includes another file that also sets that property to a different value then the property will be parsed incorrectly. For example, consider the following configuration file: with the contents of as: Parsing this configuration should result in myprop=val2, but it actually results in myprop=val1.",non_debt
Order of property settings is incorrect when includes are processed,non_debt
Attaching a v000 patch which simply uses this constructor for {{Timer}} instead of the no-arg:,non_debt
"+1 on v000 patch, the failed tests seem unrelated and passed in my local run. I've committed to trunk and branch-2, thanks for the contribution !",non_debt
Nice! Thanks !,non_debt
DecayRpcScheduler decay thread should run as a daemon,non_debt
"+1, LGTM",non_debt
"+1, committed to branch-3.2+ thanks for explaining your DNS behaviour",non_debt
This is a follow up for HADOOP-15662 as the 001 patch of HADOOP-15662 is already committed.,non_debt
Cherry-picked HADOOP-14170 to branch-2.8. Closing.,non_debt
fails in branch-2.8,non_debt
Stack,non_debt
"Final patch replaces the committer-specific terasort and MR test jobs with parameterization of the (now single tests) and use of file:// over hdfs:// as the cluster FS. The parameterization ensures that only one of the specific committer tests run at a time -overloads of the test machines are less likely, and so the suites can be pulled back into the parallel phase. There's also more detailed validation of the stage outputs of the terasorting; if one test fails the rest are all skipped. This and the fact that job output is stored under means failures should be more debuggable. We also have the s3guard operations log enabled; on guarded runs this tracks all calls made of a store, so acts as the log of what changes were made there. If we see intermittent issues here again (And after the HADOOP-16570 changes) then we are better positioned to understand the failures",non_debt
"I think this failure is not intermittent, It's happening all the time for me if I run parallel tests. This is actually a returning error when running the tests for HADOOP-16210, so I will refer to this ticket that we know about this and this is not something that the guava update causes.",non_debt
"FIx HADOOP-16184 and provided this is a non-auth test run, this will act as regression test to make sure the fix works in real situations",non_debt
suspecting a race condition in >1 test. If we isolate paths this should go away,non_debt
"Working on this. Finally got a log. And (currently) doesn't exist. Assumption: all the miniYarnClusters are sharing the same /tmp staging dir, so that when one is shutdown while another is running, the second one fails as all its staging files go away -in which case yes, it is a race condition. At least this time.",non_debt
"Staging problem is fixed by MAPREDUCE-6521, and as it only seems to surface when the cluster FS is local (unconfirmed) then its not likely to be the cause of the previous failures (when HDFS was used as the cluster FS) And, given it seems to be a race condition, doesn't explain why we'd see failures during sequential test runs.",non_debt
"Seeing several MR job failures when running tests on HADOOP-16445. always fail when run with -Ds3guard -Ddynamo -Dauth (These fail when starting with a clean DDB table as well) The test setup seems broken to me. * Cluster set up happens with createCluster(new JobConf()) * After this, creates the MRJob with ... -* JobConf will only read core-site.xml ... so the command line parameters -Ds3guard, -Ddynamo -Dauth don't make a difference. Adding in auth-keys.xml or core-site.xml fixed all the test failures for me. (With the additions, the JobConf used by the cluster has these configs, and the tests do what they're supposed to). That isn't the correct fix though. Making sure the test configuration is used to create the JobConf for the cluster and jobs would allow the test properties to work. That said, I did see 3 empty (and marked as deleted) files - part_0000, part_0001, _SUCCESS in the s3guard table. I suspect this is a result of the committer trying to access a file on the client, getting a cached FileSystem instance (same UGI), and the getFileStatus (maybe) creates these S3Guard DDB entries?",non_debt
"-Attached a simple patch which fixes just the test failures. Doesn't do anything with parallelism, changing dir names to be different across tests etc. Can submit this in a separate jira, if this one is being used for parallelizing the tests.- Switched to",non_debt
"Reported failure of in validation runs of HADOOP-16186; assertIsDirectory with s3guard enabled and a parallel test run: Path ""is recorded as deleted by S3Guard"" The file is there but there's a tombstone. Possibilities * some race condition with another test * tombstones aren't timing out * committers aren't creating that base dir in a way which cleans up S3Guard's tombstones. Remember: we do have to delete that dest dir before the committer runs unless overwrite==true, so at the start of the run there will be a tombstone. It should be overwritten by a success.",non_debt
Improved S3A MR tests,non_debt
Thanx  for the quick fix. LGTM. :),non_debt
1,non_debt
Committed this to trunk and branch-3.2. Thanks  and  for reviewing this.,non_debt
"new Path(String str) calls Path.normalizePath to normalize the str, however, it does not remove all the slashes of the str. Javadoc says ""remove any trailing path separators"", but it removes only one trailing slash. Credit: This issue was found by  in HDFS-14369.",non_debt
new Path(String str) does not remove all the trailing slashes of str,non_debt
"where we with this? You've closed the first PR? I assume another one is coming, yes?",non_debt
I will fix findbugs issues in HADOOP-16210 to see the whole picture. It seems like I was able to create patch that will fix all findbugs - in code or skip if unjustified.,non_debt
I'll resolve it as won't fix. I will fix this in HADOOP-16210.,non_debt
"In HADOOP-16220 I’ve added instead of So it should be instead of The following description is correct, but the code was not: *Null passed for non-null parameter of String, Object, Object, Object) in In we call for this call findbug assumes that {{Argument 4 might be null but must not be null}}, but Guava 27.0's java.lang.String, java.lang.Object, java.lang.Object, java.lang.Object)}} is annotated like the following: so we have {{@Nullable}} on each parameter for the method. I don't see this warning as justified, or need to be fixed.",non_debt
Correct findbug ignores for unjustified issues during update to guava to 27.0-jre in hadoop-project,non_debt
+1 from me as well. I just committed this to {{trunk}} ~ {{branch-3.0}}. Thank you for your contribution !,non_debt
", thanks. Good point. I will change it.",non_debt
", thanks. Sorry for the mistake.",non_debt
"Hey  - I got  to add you as a contributor so that you can have JIRAs assigned to you. I took the liberty of assigning this to you and marking the patch as available so that Jenkins will run. By the way, when submitting a patch against {{trunk}}, you don't need to include the branch in the patch name. This is only necessary when submitting a patch against other branches; trunk is the default.",non_debt
+1 on patch v3.,non_debt
", thanks. 'trunk' will be removed next time.",non_debt
"Docs are correct. That's the HA state check, not a permissions check.",non_debt
"replaced assertions, its argument orders, and annotations except Test(timeout=... / Test(expected=... cases. - I replaced with ""git grep -l"" and ""sed"" commands below: then replaced wild card import with single class imports. - I would like to fix Test annotations with timeout/expected parameters in other tickets, because it seems the best alternative for global timeout in JUnit5 is not determined yet.",non_debt
"we have the global timeouts One concern I have with all this migration is that it's going to make backporting harder; I've already hit backport issues with the move from to # How urgent does this migration need to be? # could we mandate it more for new tests, before migrating everything else?",non_debt
"JUnit 4 is still maintained, so I think the migration is not so urgent for now. +1, I'll send an e-mail to Hadoop dev MLs.",non_debt
Upgrade JUnit from 4 to 5 in hadoop security,non_debt
Upgrade JUnit from 4 to 5 in hadoop security,non_debt
Remove S3A's depedency on http core,non_debt
"Within the constructor for {{FairCallQueue}}, we have: After HADOOP-15481, the constructor for {{MetricsProxy}} looks like: Immediately upon creation of the metrics proxy, it is registered with the metrics system, so its {{getQueueSizes()}} and methods can be called at any time. Currently, those methods assume that {{delegate}} is non-null, but this is only true after {{setDelegate()}} has been called for the first time. Since this occurs after registration, there is a window of time where the metrics system may attempt to read one of the metrics methods, but the delegate has not yet been set, causing an NPE. I have attached a simple v000 patch which solves this issue. I don't see any easy way to test it beyond adding some timing injection logic between the 2nd and 3rd line in the first code snippet, but that seems overkill for this situation. I am open to other ideas. cc  who helped commit HADOOP-15481.",non_debt
"v000 patch LGTM, +1",non_debt
"Thanks ! , do you want to take a look? Otherwise I will commit early next week.",non_debt
"LGTM, Thanks for the fix!",non_debt
"I fixed this in all of the branches that have HADOOP-15481, {{branch-2}} ~ {{trunk}}. I checked the build failure above and it was due to {{mvn}} not being installed on the Jenkins box.. Thanks again for the help !",non_debt
"initially reported the following issue on HADOOP-16266: It would appera that when HADOOP-15481 added support for FCQ stats to the metrics2 system, it opens up the potential for the {{MetricsProxy}} to be used _before_ the delegate has been set, causing an NPE.",non_debt
Potential NPE when instantiating FairCallQueue metrics,non_debt
", : could you review this? Thanks!",non_debt
"I took a look and this patch matches the code committed in the {{trunk}} version. I'll give a tentative +1 based on that, but I won't pretend to understand how the native libs or the shell code is set up, so I would prefer to get a review from someone else more familiar if possible.",non_debt
"I will review.  did some libzstd work before, so FYI.",non_debt
"Precommit test doesn't compile the code and bundle the native lib, which is what I would like to see. , I guess you had already tested so I will +1, but if our precommit test doesn't build with zstd lib then we probably want to figure out how to add it. As I can see, the ZStandard library is getting quite some traction these days.",non_debt
+1 I'll file a separate Yetus Jira for the native build flag.,non_debt
"Thanks, pushed to branch-2 and branch-2.9",non_debt
Filed YETUS-895 for the precommit issue,non_debt
Thanks  and !,non_debt
HADOOP-13578 introduced ZSTD codecs but the backport to branch-2 didn't include the bundle change in which should be included.,non_debt
Bundle ZSTD native in branch-2,non_debt
"+1, committed to trunk.",non_debt
Allow authoritative mode on non-qualified paths,non_debt
"Committed this to trunk, branch-3.2, branch-3.1, branch-2, branch-2.9, and branch-2.8. Thanks  for the contribution and thanks  for the comments.",non_debt
"This fix makes sense to me. Hi , could you attach the information of the java heap if available?",non_debt
I've uploaded some more info; including a full heapdump somewhere around the heap gets filled up,non_debt
will be called when the server is stopped. so I wonder whether the solution is ok?,non_debt
"yes, it will be unregistered when the server is stopped - if I don't fully understand your concern; could you be more specific?",non_debt
I mean that the session is end is not identity that the server is end .,non_debt
"thank you for the information. \+1, I confirmed there are 30\+ RpcMetrics retained in the heap dump. Let's unregister this.",non_debt
* RpcMetrics objects are registered into * although there is a shutdown() call (which is actually invoked) it doesn't unregisters itself from the * RpcDetailedMetrics has the same issue background * hiveserver2 slowly eats up memory when running simple queries in new sessions (select 1) * every session opens a tezsession * tezsession has rpcmetrics * with a 150M heap after around 30 session the jvm gets outofmemmory,non_debt
RpcMetrics should not be retained forever,non_debt
"gopal, can you give us files & lines rather than just code snippets. thanks",non_debt
Linked the lines up and opened a PR.,non_debt
"+1, committed if this affects earlier branches, let me know & Ill cherry pick",non_debt
Commit applies to branch-3.2 and branch-3.1. I'll cherry pick the commit into these two branches.,non_debt
Regression: FileSystem cache lock parses XML within the lock,non_debt
"Hi ，Thank you very much for paying attention to this issue. I have worked it, so I assign again to me.Hope you do not mind.",non_debt
"it's ok, I haven't started yet.",non_debt
"Hi  thanks for raising the issue. Would you please describe what's the intended use of this change? Is it meant for NameNode, or other services? What's the impact of this change? Like, does it reduce client connection timeout when NN is busy? Thanks",non_debt
"Note, you also should change the default value in core-site.xml too.",non_debt
ping  Could you help continue review it? Thank you.,non_debt
hi  no one comment for a few days and this patch should be no problem. Should we commit this patch? Thank you.,non_debt
+1 committing this now.,non_debt
Thanks !,non_debt
Increase default from 128 to 256,non_debt
I'll try to solve this the other way: add the version marker in IFF the table lacks version marker AND empty.,non_debt
see also HADOOP-16349,non_debt
+1 on #1576 from Committing. Thanks.,non_debt
"s3guard threads waiting for table creation completion can be scheduled before the creating thread, look for the version marker and then fail. window will be sleep times in AWS SDK",non_debt
Race condition in DDB table init and waiting threads,non_debt
File a jira for PR#388.,non_debt
could you please take a look to this issue and PR?,non_debt
"Sure, thanks for the contribution . LGTM, +1. on the PR",non_debt
Merged PR #9,non_debt
"On the ""Launching Applications Using Docker Containers"" page at the ""Example: Spark"" section the Spark config for configuring the environment variables for the application master the config prefix are wrong: - - The correct ones: - - See",non_debt
Spark config name error on the Launching Applications Using Docker Containers page,non_debt
"Add support for aarch64 CRC instructions in nativetask module, optimize the CRC32 and CRC32C. Use the benchmark tools : nttest , the improvement is quite substantial: *CRC32 Zlib polynomial 0x04C11DB7* *CRC32C Castagnoli polynomial 0x1EDC6F41*",non_debt
Add support for hardware crc32 of nativetask checksums on aarch64 arch,non_debt
"+1, merged to trunk thanks for spotting and fixing this!",non_debt
", Thank you for your review!",non_debt
mvn package seems to fail in hadoop-aws,non_debt
